area,Average_Speed,Vehicle_Density,Hour_of_Day,Day_of_Week,Is_Peak_Hour,Weather_Condition
Hinjewadi,24.80157888785231,455.0,3,Thu,0,Clear
Swargate,31.001973609815384,400.40000000000003,3,Thu,0,Clear
University Circle,24.80157888785231,509.59999999999997,3,Thu,0,Clear
Hadapsar,37.20236833177846,327.6,3,Thu,0,Clear
Kothrud,43.40276305374154,273.0,3,Thu,0,Clear
Hinjewadi,21.824605683024192,167.5,3,Wed,0,Clear
Swargate,27.28075710378024,147.4,3,Wed,0,Clear
University Circle,21.824605683024192,187.6,3,Wed,0,Clear
Hadapsar,32.73690852453628,120.60000000000001,3,Wed,0,Clear
Kothrud,38.19305994529233,100.5,3,Wed,0,Clear
Hinjewadi,9.6647601609423,125.0,18,Sat,1,Clear
Swargate,12.080950201177876,110.00000000000001,18,Sat,1,Clear
University Circle,9.6647601609423,140.0,18,Sat,1,Clear
Hadapsar,15.0,72.0,18,Sat,1,Clear
Kothrud,18.0,93.75,18,Sat,1,Clear
Hinjewadi,5.909943963494027,435.0,20,Sun,1,Rainy
Swargate,11.0811449315513,535.92,20,Sun,1,Rainy
University Circle,4.4324579726205195,487.2,20,Sun,1,Rainy
Hadapsar,11.0811449315513,250.56,20,Sun,1,Rainy
Kothrud,18.099203388200454,326.25,20,Sun,1,Rainy
Hinjewadi,15.451473820035018,617.5,4,Fri,0,Clear
Swargate,19.31434227504377,418.00000000000006,4,Fri,0,Clear
University Circle,15.451473820035018,532.0,4,Fri,0,Clear
Hadapsar,23.177210730052526,342.0,4,Fri,0,Clear
Kothrud,27.040079185061277,285.0,4,Fri,0,Clear
Hinjewadi,24.092016642098717,235.0,4,Sun,0,Clear
Swargate,30.115020802623395,289.52,4,Sun,0,Clear
University Circle,24.092016642098717,263.2,4,Sun,0,Clear
Hadapsar,36.13802496314807,135.36,4,Sun,0,Clear
Kothrud,42.16102912367275,176.25,4,Sun,0,Clear
Hinjewadi,24.885678919094243,37.5,5,Sun,0,Clear
Swargate,31.1070986488678,46.199999999999996,5,Sun,0,Clear
University Circle,24.885678919094243,42.0,5,Sun,0,Clear
Hadapsar,37.32851837864136,21.6,5,Sun,0,Clear
Kothrud,43.54993810841492,28.125,5,Sun,0,Clear
Hinjewadi,12.334705177430106,25.0,19,Thu,1,Clear
Swargate,15.418381471787631,22.0,19,Thu,1,Clear
University Circle,12.334705177430106,28.0,19,Thu,1,Clear
Hadapsar,18.502057766145157,18.0,19,Thu,1,Clear
Kothrud,21.585734060502684,15.0,19,Thu,1,Clear
Hinjewadi,20.070457038644438,328.25,15,Fri,0,Clear
Swargate,25.088071298305547,222.20000000000002,15,Fri,0,Clear
University Circle,20.070457038644438,282.79999999999995,15,Fri,0,Clear
Hadapsar,30.105685557966655,181.8,15,Fri,0,Clear
Kothrud,35.12329981762776,151.5,15,Fri,0,Clear
Hinjewadi,13.406983090453307,435.0,9,Thu,1,Rainy
Swargate,25.138093294599944,382.8,9,Thu,1,Rainy
University Circle,10.05523731783998,487.2,9,Thu,1,Rainy
Hadapsar,25.138093294599944,313.2,9,Thu,1,Rainy
Kothrud,41.058885714513245,261.0,9,Thu,1,Rainy
Hinjewadi,15.761706678288386,222.5,12,Thu,0,Rainy
Swargate,29.553200021790715,195.8,12,Thu,1,Rainy
University Circle,11.821280008716288,249.2,12,Thu,1,Rainy
Hadapsar,29.553200021790715,160.20000000000002,12,Thu,0,Rainy
Kothrud,48.270226702258164,133.5,12,Thu,0,Rainy
Hinjewadi,11.372582979449767,105.0,19,Sat,1,Clear
Swargate,14.215728724312209,92.4,19,Sat,1,Clear
University Circle,11.372582979449767,117.6,19,Sat,1,Clear
Hadapsar,17.05887446917465,60.48000000000001,19,Sat,1,Clear
Kothrud,19.90202021403709,78.75,19,Sat,1,Clear
Hinjewadi,6.414966624619537,427.5,19,Tue,1,Rainy
Swargate,12.02806242116163,376.20000000000005,19,Tue,1,Rainy
University Circle,4.811224968464653,478.79999999999995,19,Tue,1,Rainy
Hadapsar,12.02806242116163,307.8,19,Tue,1,Rainy
Kothrud,19.645835287897327,256.5,19,Tue,1,Rainy
Hinjewadi,29.520232405556772,286.0,8,Fri,1,Clear
Swargate,36.900290506945964,193.60000000000002,8,Fri,0,Clear
University Circle,29.520232405556772,246.39999999999998,8,Fri,1,Clear
Hadapsar,44.28034860833515,158.4,8,Fri,0,Clear
Kothrud,51.66040670972435,132.0,8,Fri,0,Clear
Hinjewadi,16.27877254897411,37.5,0,Sat,0,Clear
Swargate,20.348465686217637,33.0,0,Sat,0,Clear
University Circle,16.27877254897411,42.0,0,Sat,0,Clear
Hadapsar,24.418158823461162,21.6,0,Sat,0,Clear
Kothrud,28.48785196070469,28.125,0,Sat,0,Clear
Hinjewadi,15.318479932060683,397.5,19,Thu,1,Rainy
Swargate,28.722149872613777,349.8,19,Thu,1,Rainy
University Circle,11.488859949045512,445.2,19,Thu,1,Rainy
Hadapsar,28.722149872613777,286.2,19,Thu,1,Rainy
Kothrud,46.91284479193583,238.5,19,Thu,1,Rainy
Hinjewadi,16.891288834870792,85.0,22,Sun,0,Clear
Swargate,21.11411104358849,104.72000000000001,22,Sun,0,Clear
University Circle,16.891288834870792,95.19999999999999,22,Sun,0,Clear
Hadapsar,25.33693325230619,48.96000000000001,22,Sun,0,Clear
Kothrud,29.559755461023883,63.75,22,Sun,0,Clear
Hinjewadi,39.62947180683139,270.0,4,Sun,0,Clear
Swargate,49.53683975853924,332.64,4,Sun,0,Clear
University Circle,39.62947180683139,302.4,4,Sun,0,Clear
Hadapsar,59.444207710247085,155.52,4,Sun,0,Clear
Kothrud,69.35157566195493,202.5,4,Sun,0,Clear
Hinjewadi,4.512204340050874,45.0,22,Sun,0,Rainy
Swargate,8.460383137595388,55.44,22,Sun,0,Rainy
University Circle,3.384153255038156,50.4,22,Sun,0,Rainy
Hadapsar,8.460383137595388,25.92,22,Sun,0,Rainy
Kothrud,13.8186257914058,33.75,22,Sun,0,Rainy
Hinjewadi,36.397585131851535,347.5,11,Tue,1,Clear
Swargate,45.49698141481442,305.8,11,Tue,1,Clear
University Circle,36.397585131851535,389.2,11,Tue,1,Clear
Hadapsar,54.59637769777731,250.20000000000002,11,Tue,1,Clear
Kothrud,63.695773980740185,208.5,11,Tue,1,Clear
Hinjewadi,25.686524481457287,331.5,0,Fri,0,Clear
Swargate,32.10815560182161,224.4,0,Fri,0,Clear
University Circle,25.686524481457287,285.59999999999997,0,Fri,0,Clear
Hadapsar,38.529786722185925,183.6,0,Fri,0,Clear
Kothrud,44.95141784255025,153.0,0,Fri,0,Clear
Hinjewadi,14.271365910456382,45.0,21,Wed,1,Clear
Swargate,17.839207388070477,39.6,21,Wed,1,Clear
University Circle,14.271365910456382,50.4,21,Wed,1,Clear
Hadapsar,21.407048865684573,32.4,21,Wed,0,Clear
Kothrud,24.974890343298668,27.0,21,Wed,1,Clear
Hinjewadi,38.295479325548655,347.75,21,Fri,1,Clear
Swargate,47.86934915693582,235.4,21,Fri,1,Clear
University Circle,38.295479325548655,299.59999999999997,21,Fri,1,Clear
Hadapsar,57.44321898832298,192.6,21,Fri,0,Clear
Kothrud,67.01708881971014,160.5,21,Fri,1,Clear
Hinjewadi,18.35297319953573,455.0,9,Fri,1,Foggy
Swargate,22.94121649941966,308.0,9,Fri,1,Foggy
University Circle,18.35297319953573,392.0,9,Fri,1,Foggy
Hadapsar,27.52945979930359,252.0,9,Fri,1,Foggy
Kothrud,32.11770309918752,210.0,9,Fri,1,Foggy
Hinjewadi,33.245246814907745,620.75,18,Fri,1,Foggy
Swargate,41.55655851863468,420.20000000000005,18,Fri,1,Foggy
University Circle,33.245246814907745,534.8,18,Fri,1,Foggy
Hadapsar,49.86787022236162,343.8,18,Fri,1,Foggy
Kothrud,58.179181926088546,286.5,18,Fri,1,Foggy
Hinjewadi,16.757324317486646,82.5,12,Tue,0,Clear
Swargate,20.946655396858308,72.60000000000001,12,Tue,1,Clear
University Circle,16.757324317486646,92.39999999999999,12,Tue,1,Clear
Hadapsar,25.13598647622997,59.4,12,Tue,0,Clear
Kothrud,29.32531755560163,49.5,12,Tue,0,Clear
Hinjewadi,34.14316503269878,195.0,23,Thu,0,Clear
Swargate,42.67895629087347,171.60000000000002,23,Thu,0,Clear
University Circle,34.14316503269878,218.39999999999998,23,Thu,0,Clear
Hadapsar,51.21474754904816,140.4,23,Thu,0,Clear
Kothrud,59.75053880722286,117.0,23,Thu,0,Clear
Hinjewadi,28.659282465869172,280.0,2,Tue,0,Clear
Swargate,35.824103082336464,246.40000000000003,2,Tue,0,Clear
University Circle,28.659282465869172,313.59999999999997,2,Tue,0,Clear
Hadapsar,42.98892369880375,201.6,2,Tue,0,Clear
Kothrud,50.15374431527105,168.0,2,Tue,0,Clear
Hinjewadi,28.64480266562891,442.5,13,Mon,0,Clear
Swargate,35.806003332036134,389.40000000000003,13,Mon,1,Clear
University Circle,28.64480266562891,495.59999999999997,13,Mon,0,Clear
Hadapsar,42.96720399844336,318.6,13,Mon,0,Clear
Kothrud,50.128404664850585,265.5,13,Mon,0,Clear
Hinjewadi,17.296144181485456,122.5,21,Sat,1,Clear
Swargate,21.62018022685682,107.80000000000001,21,Sat,1,Clear
University Circle,17.296144181485456,137.2,21,Sat,1,Clear
Hadapsar,25.944216272228186,70.56,21,Sat,0,Clear
Kothrud,30.268252317599547,91.875,21,Sat,1,Clear
Hinjewadi,25.41903640429828,32.5,10,Tue,1,Clear
Swargate,31.773795505372846,28.6,10,Tue,1,Clear
University Circle,25.41903640429828,36.4,10,Tue,1,Clear
Hadapsar,38.128554606447416,23.400000000000002,10,Tue,1,Clear
Kothrud,44.48331370752198,19.5,10,Tue,1,Clear
Hinjewadi,24.41199175376857,335.0,10,Wed,1,Foggy
Swargate,30.514989692210712,294.8,10,Wed,1,Foggy
University Circle,24.41199175376857,375.2,10,Wed,1,Foggy
Hadapsar,36.617987630652856,241.20000000000002,10,Wed,1,Foggy
Kothrud,42.72098556909499,201.0,10,Wed,1,Foggy
Hinjewadi,30.998979624390472,47.5,2,Sun,0,Clear
Swargate,38.74872453048809,58.52,2,Sun,0,Clear
University Circle,30.998979624390472,53.199999999999996,2,Sun,0,Clear
Hadapsar,46.49846943658571,27.360000000000003,2,Sun,0,Clear
Kothrud,54.248214342683326,35.625,2,Sun,0,Clear
Hinjewadi,10.887464921435344,190.0,15,Wed,0,Rainy
Swargate,20.413996727691266,167.20000000000002,15,Wed,0,Rainy
University Circle,8.165598691076507,212.79999999999998,15,Wed,0,Rainy
Hadapsar,20.413996727691266,136.8,15,Wed,0,Rainy
Kothrud,33.34286132189573,114.0,15,Wed,0,Rainy
Hinjewadi,14.281417673954145,327.5,22,Sat,0,Clear
Swargate,17.85177209244268,288.20000000000005,22,Sat,0,Clear
University Circle,14.281417673954145,366.79999999999995,22,Sat,0,Clear
Hadapsar,21.422126510931214,188.64000000000001,22,Sat,0,Clear
Kothrud,24.99248092941975,245.625,22,Sat,0,Clear
Hinjewadi,13.359714851011447,260.0,3,Thu,0,Clear
Swargate,16.699643563764308,228.8,3,Thu,0,Clear
University Circle,13.359714851011447,291.2,3,Thu,0,Clear
Hadapsar,20.03957227651717,187.20000000000002,3,Thu,0,Clear
Kothrud,23.37950098927003,156.0,3,Thu,0,Clear
Hinjewadi,5.397480896553179,292.5,9,Sat,1,Rainy
Swargate,10.12027668103721,257.40000000000003,9,Sat,1,Rainy
University Circle,4.048110672414884,327.59999999999997,9,Sat,1,Rainy
Hadapsar,10.12027668103721,168.48000000000002,9,Sat,1,Rainy
Kothrud,16.529785245694107,219.375,9,Sat,1,Rainy
Hinjewadi,12.702806706822711,132.5,1,Thu,0,Clear
Swargate,15.878508383528388,116.60000000000001,1,Thu,0,Clear
University Circle,12.702806706822711,148.39999999999998,1,Thu,0,Clear
Hadapsar,19.054210060234066,95.4,1,Thu,0,Clear
Kothrud,22.22991173693974,79.5,1,Thu,0,Clear
Hinjewadi,33.52743242714285,367.5,5,Sun,0,Clear
Swargate,41.90929053392856,452.76,5,Sun,0,Clear
University Circle,33.52743242714285,411.59999999999997,5,Sun,0,Clear
Hadapsar,50.291148640714276,211.68000000000004,5,Sun,0,Clear
Kothrud,58.67300674749998,275.625,5,Sun,0,Clear
Hinjewadi,17.039874111131272,152.5,0,Mon,0,Clear
Swargate,21.29984263891409,134.20000000000002,0,Mon,0,Clear
University Circle,17.039874111131272,170.79999999999998,0,Mon,0,Clear
Hadapsar,25.559811166696907,109.8,0,Mon,0,Clear
Kothrud,29.819779694479724,91.5,0,Mon,0,Clear
Hinjewadi,31.16893404073348,140.0,13,Sat,0,Clear
Swargate,38.96116755091685,123.20000000000002,13,Sat,1,Clear
University Circle,31.16893404073348,156.79999999999998,13,Sat,0,Clear
Hadapsar,46.75340106110021,80.64,13,Sat,0,Clear
Kothrud,54.545634571283586,105.0,13,Sat,0,Clear
Hinjewadi,10.818940578808341,255.0,23,Tue,0,Rainy
Swargate,20.285513585265637,224.4,23,Tue,0,Rainy
University Circle,8.114205434106255,285.59999999999997,23,Tue,0,Rainy
Hadapsar,20.285513585265637,183.6,23,Tue,0,Rainy
Kothrud,33.133005522600534,153.0,23,Tue,0,Rainy
Hinjewadi,3.445054310359509,317.5,22,Mon,0,Rainy
Swargate,7.199999999999999,279.40000000000003,22,Mon,0,Rainy
University Circle,2.5837907327696317,355.59999999999997,22,Mon,0,Rainy
Hadapsar,7.5,228.6,22,Mon,0,Rainy
Kothrud,12.6,190.5,22,Mon,0,Rainy
Hinjewadi,39.11876448089288,167.5,7,Sat,0,Clear
Swargate,48.89845560111609,147.4,7,Sat,0,Clear
University Circle,39.11876448089288,187.6,7,Sat,0,Clear
Hadapsar,58.6781467213393,96.48000000000002,7,Sat,0,Clear
Kothrud,68.45783784156252,125.625,7,Sat,0,Clear
Hinjewadi,19.104074733190398,55.0,4,Wed,0,Clear
Swargate,23.880093416488,48.400000000000006,4,Wed,0,Clear
University Circle,19.104074733190398,61.599999999999994,4,Wed,0,Clear
Hadapsar,28.6561120997856,39.6,4,Wed,0,Clear
Kothrud,33.432130783083196,33.0,4,Wed,0,Clear
Hinjewadi,23.21522288744748,110.0,5,Thu,0,Clear
Swargate,29.01902860930935,96.80000000000001,5,Thu,0,Clear
University Circle,23.21522288744748,123.19999999999999,5,Thu,0,Clear
Hadapsar,34.822834331171215,79.2,5,Thu,0,Clear
Kothrud,40.626640053033086,66.0,5,Thu,0,Clear
Hinjewadi,19.593391680006558,140.0,1,Sun,0,Clear
Swargate,24.491739600008195,172.48000000000002,1,Sun,0,Clear
University Circle,19.593391680006558,156.79999999999998,1,Sun,0,Clear
Hadapsar,29.390087520009832,80.64,1,Sun,0,Clear
Kothrud,34.28843544001147,105.0,1,Sun,0,Clear
Hinjewadi,12.091737639117362,312.5,9,Sat,1,Clear
Swargate,15.114672048896702,275.0,9,Sat,1,Clear
University Circle,12.091737639117362,350.0,9,Sat,1,Clear
Hadapsar,18.137606458676043,180.0,9,Sat,1,Clear
Kothrud,21.16054086845538,234.375,9,Sat,1,Clear
Hinjewadi,26.411493540131154,315.0,17,Sun,1,Clear
Swargate,33.01436692516394,388.08000000000004,17,Sun,1,Clear
University Circle,26.411493540131154,352.79999999999995,17,Sun,1,Clear
Hadapsar,39.61724031019673,181.44000000000003,17,Sun,1,Clear
Kothrud,46.220113695229514,236.25,17,Sun,0,Clear
Hinjewadi,11.602894928934225,147.5,19,Sun,1,Clear
Swargate,14.50361866116778,181.72,19,Sun,1,Clear
University Circle,11.602894928934225,165.2,19,Sun,1,Clear
Hadapsar,17.404342393401336,84.96000000000001,19,Sun,1,Clear
Kothrud,20.30506612563489,110.625,19,Sun,1,Clear
Hinjewadi,32.11121937428738,195.0,1,Mon,0,Clear
Swargate,40.13902421785922,171.60000000000002,1,Mon,0,Clear
University Circle,32.11121937428738,218.39999999999998,1,Mon,0,Clear
Hadapsar,48.166829061431066,140.4,1,Mon,0,Clear
Kothrud,56.19463390500291,117.0,1,Mon,0,Clear
Hinjewadi,10.621818573410883,42.5,2,Mon,0,Rainy
Swargate,19.915909825145402,37.400000000000006,2,Mon,0,Rainy
University Circle,7.966363930058161,47.599999999999994,2,Mon,0,Rainy
Hadapsar,19.915909825145402,30.6,2,Mon,0,Rainy
Kothrud,32.52931938107082,25.5,2,Mon,0,Rainy
Hinjewadi,18.49082236320109,222.5,7,Sun,0,Clear
Swargate,23.113527954001363,274.12,7,Sun,0,Clear
University Circle,18.49082236320109,249.2,7,Sun,0,Clear
Hadapsar,27.736233544801635,128.16000000000003,7,Sun,0,Clear
Kothrud,32.35893913560191,166.875,7,Sun,0,Clear
Hinjewadi,22.012796388573193,287.5,19,Wed,1,Foggy
Swargate,27.51599548571649,253.00000000000003,19,Wed,1,Foggy
University Circle,22.012796388573193,322.0,19,Wed,1,Foggy
Hadapsar,33.01919458285979,207.0,19,Wed,1,Foggy
Kothrud,38.522393680003084,172.5,19,Wed,1,Foggy
Hinjewadi,29.840375363718408,305.0,3,Thu,0,Clear
Swargate,37.30046920464801,268.40000000000003,3,Thu,0,Clear
University Circle,29.840375363718408,341.59999999999997,3,Thu,0,Clear
Hadapsar,44.76056304557761,219.6,3,Thu,0,Clear
Kothrud,52.220656886507214,183.0,3,Thu,0,Clear
Hinjewadi,5.036409049830656,37.5,3,Sun,0,Rainy
Swargate,9.443266968432479,46.199999999999996,3,Sun,0,Rainy
University Circle,3.777306787372992,42.0,3,Sun,0,Rainy
Hadapsar,9.443266968432479,21.6,3,Sun,0,Rainy
Kothrud,15.424002715106381,28.125,3,Sun,0,Rainy
Hinjewadi,38.416113970852315,277.5,18,Wed,1,Clear
Swargate,48.02014246356539,244.20000000000002,18,Wed,1,Clear
University Circle,38.416113970852315,310.79999999999995,18,Wed,1,Clear
Hadapsar,57.62417095627847,199.8,18,Wed,1,Clear
Kothrud,67.22819944899155,166.5,18,Wed,1,Clear
Hinjewadi,15.248692033155383,472.5,2,Sat,0,Clear
Swargate,19.060865041444227,415.8,2,Sat,0,Clear
University Circle,15.248692033155383,529.1999999999999,2,Sat,0,Clear
Hadapsar,22.873038049733072,272.16,2,Sat,0,Clear
Kothrud,26.685211058021917,354.375,2,Sat,0,Clear
Hinjewadi,32.9818263900116,452.5,16,Sat,0,Clear
Swargate,41.22728298751449,398.20000000000005,16,Sat,1,Clear
University Circle,32.9818263900116,506.79999999999995,16,Sat,0,Clear
Hadapsar,49.472739585017386,260.64000000000004,16,Sat,0,Clear
Kothrud,57.71819618252029,339.375,16,Sat,0,Clear
Hinjewadi,35.736651344192005,170.0,17,Sun,1,Clear
Swargate,44.67081418024001,209.44000000000003,17,Sun,1,Clear
University Circle,35.736651344192005,190.39999999999998,17,Sun,1,Clear
Hadapsar,53.60497701628801,97.92000000000002,17,Sun,1,Clear
Kothrud,62.53913985233601,127.5,17,Sun,0,Clear
Hinjewadi,22.70927585288516,362.5,18,Sat,1,Clear
Swargate,28.38659481610645,319.0,18,Sat,1,Clear
University Circle,22.70927585288516,406.0,18,Sat,1,Clear
Hadapsar,34.063913779327734,208.8,18,Sat,1,Clear
Kothrud,39.74123274254902,271.875,18,Sat,1,Clear
Hinjewadi,11.260120452465811,337.5,15,Thu,0,Clear
Swargate,14.075150565582263,297.0,15,Thu,0,Clear
University Circle,11.260120452465811,378.0,15,Thu,0,Clear
Hadapsar,16.890180678698716,243.0,15,Thu,0,Clear
Kothrud,19.705210791815166,202.5,15,Thu,0,Clear
Hinjewadi,22.74278948314482,340.0,5,Tue,0,Clear
Swargate,28.42848685393102,299.20000000000005,5,Tue,0,Clear
University Circle,22.74278948314482,380.79999999999995,5,Tue,0,Clear
Hadapsar,34.11418422471722,244.8,5,Tue,0,Clear
Kothrud,39.79988159550342,204.0,5,Tue,0,Clear
Hinjewadi,26.26732596092037,448.5,16,Fri,0,Foggy
Swargate,32.83415745115046,303.6,16,Fri,1,Foggy
University Circle,26.26732596092037,386.4,16,Fri,0,Foggy
Hadapsar,39.400988941380554,248.4,16,Fri,0,Foggy
Kothrud,45.96782043161064,207.0,16,Fri,0,Foggy
Hinjewadi,10.523173935644241,437.5,4,Thu,0,Rainy
Swargate,19.73095112933295,385.00000000000006,4,Thu,0,Rainy
University Circle,7.89238045173318,489.99999999999994,4,Thu,0,Rainy
Hadapsar,19.73095112933295,315.0,4,Thu,0,Rainy
Kothrud,32.22722017791048,262.5,4,Thu,0,Rainy
Hinjewadi,32.52311081934888,430.0,0,Sun,0,Clear
Swargate,40.653888524186094,529.76,0,Sun,0,Clear
University Circle,32.52311081934888,481.59999999999997,0,Sun,0,Clear
Hadapsar,48.78466622902331,247.68000000000004,0,Sun,0,Clear
Kothrud,56.91544393386053,322.5,0,Sun,0,Clear
Hinjewadi,12.70922403503825,315.0,4,Sun,0,Clear
Swargate,15.886530043797812,388.08000000000004,4,Sun,0,Clear
University Circle,12.70922403503825,352.79999999999995,4,Sun,0,Clear
Hadapsar,19.063836052557374,181.44000000000003,4,Sun,0,Clear
Kothrud,22.241142061316935,236.25,4,Sun,0,Clear
Hinjewadi,14.112545854406406,432.25,2,Fri,0,Rainy
Swargate,26.46102347701201,292.6,2,Fri,0,Rainy
University Circle,10.584409390804804,372.4,2,Fri,0,Rainy
Hadapsar,26.46102347701201,239.4,2,Fri,0,Rainy
Kothrud,43.219671679119614,199.5,2,Fri,0,Rainy
Hinjewadi,19.691738929620893,475.0,17,Sun,1,Foggy
Swargate,24.614673662026114,585.2,17,Sun,1,Foggy
University Circle,19.691738929620893,532.0,17,Sun,1,Foggy
Hadapsar,29.537608394431334,273.6,17,Sun,1,Foggy
Kothrud,34.460543126836555,356.25,17,Sun,0,Foggy
Hinjewadi,29.658241396161504,130.0,6,Mon,0,Clear
Swargate,37.07280174520188,114.4,6,Mon,0,Clear
University Circle,29.658241396161504,145.6,6,Mon,0,Clear
Hadapsar,44.48736209424225,93.60000000000001,6,Mon,0,Clear
Kothrud,51.90192244328263,78.0,6,Mon,0,Clear
Hinjewadi,11.061583927283346,237.5,16,Sat,0,Rainy
Swargate,20.740469863656273,209.00000000000003,16,Sat,1,Rainy
University Circle,8.296187945462508,266.0,16,Sat,0,Rainy
Hadapsar,20.740469863656273,136.8,16,Sat,0,Rainy
Kothrud,33.87610077730524,178.125,16,Sat,0,Rainy
Hinjewadi,21.04889710099721,465.0,21,Thu,1,Clear
Swargate,26.311121376246508,409.20000000000005,21,Thu,1,Clear
University Circle,21.04889710099721,520.8,21,Thu,1,Clear
Hadapsar,31.573345651495806,334.8,21,Thu,0,Clear
Kothrud,36.83556992674511,279.0,21,Thu,1,Clear
Hinjewadi,29.801027537037886,395.0,20,Sat,1,Clear
Swargate,37.251284421297356,347.6,20,Sat,1,Clear
University Circle,29.801027537037886,442.4,20,Sat,1,Clear
Hadapsar,44.70154130555682,227.52000000000004,20,Sat,1,Clear
Kothrud,52.1517981898163,296.25,20,Sat,1,Clear
Hinjewadi,8.826847111040356,299.0,12,Fri,0,Clear
Swargate,12.0,202.4,12,Fri,1,Clear
University Circle,8.826847111040356,257.59999999999997,12,Fri,1,Clear
Hadapsar,15.0,165.6,12,Fri,0,Clear
Kothrud,18.0,138.0,12,Fri,0,Clear
Hinjewadi,30.132980859729333,327.5,18,Tue,1,Clear
Swargate,37.666226074661665,288.20000000000005,18,Tue,1,Clear
University Circle,30.132980859729333,366.79999999999995,18,Tue,1,Clear
Hadapsar,45.199471289593994,235.8,18,Tue,1,Clear
Kothrud,52.73271650452633,196.5,18,Tue,1,Clear
Hinjewadi,10.395019297577338,145.0,11,Thu,1,Rainy
Swargate,19.490661182957506,127.60000000000001,11,Thu,1,Rainy
University Circle,7.796264473183003,162.39999999999998,11,Thu,1,Rainy
Hadapsar,19.490661182957506,104.4,11,Thu,1,Rainy
Kothrud,31.83474659883059,87.0,11,Thu,1,Rainy
Hinjewadi,28.58972638455458,35.0,0,Thu,0,Foggy
Swargate,35.737157980693226,30.800000000000004,0,Thu,0,Foggy
University Circle,28.58972638455458,39.199999999999996,0,Thu,0,Foggy
Hadapsar,42.88458957683187,25.2,0,Thu,0,Foggy
Kothrud,50.032021172970516,21.0,0,Thu,0,Foggy
Hinjewadi,25.711096838715196,37.5,18,Thu,1,Foggy
Swargate,32.138871048393995,33.0,18,Thu,1,Foggy
University Circle,25.711096838715196,42.0,18,Thu,1,Foggy
Hadapsar,38.56664525807279,27.0,18,Thu,1,Foggy
Kothrud,44.99441946775159,22.5,18,Thu,1,Foggy
Hinjewadi,7.475783019775484,37.5,6,Sun,0,Rainy
Swargate,14.01709316207903,46.199999999999996,6,Sun,0,Rainy
University Circle,5.606837264831613,42.0,6,Sun,0,Rainy
Hadapsar,14.01709316207903,21.6,6,Sun,0,Rainy
Kothrud,22.894585498062412,28.125,6,Sun,0,Rainy
Hinjewadi,9.117169684999162,464.75,22,Fri,0,Clear
Swargate,12.0,314.6,22,Fri,0,Clear
University Circle,9.117169684999162,400.4,22,Fri,0,Clear
Hadapsar,15.0,257.40000000000003,22,Fri,0,Clear
Kothrud,18.0,214.5,22,Fri,0,Clear
Hinjewadi,25.41612691563833,372.5,6,Thu,0,Clear
Swargate,31.77015864454791,327.8,6,Thu,0,Clear
University Circle,25.41612691563833,417.2,6,Thu,0,Clear
Hadapsar,38.12419037345749,268.2,6,Thu,0,Clear
Kothrud,44.47822210236707,223.5,6,Thu,0,Clear
Hinjewadi,18.077390226844667,407.5,0,Thu,0,Clear
Swargate,22.59673778355583,358.6,0,Thu,0,Clear
University Circle,18.077390226844667,456.4,0,Thu,0,Clear
Hadapsar,27.116085340266995,293.40000000000003,0,Thu,0,Clear
Kothrud,31.635432896978163,244.5,0,Thu,0,Clear
Hinjewadi,9.31463567857777,200.0,1,Wed,0,Clear
